,Flux_x(LVLH),Flux_y(LVLH),Flux_z(LVLH),shadow function,SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s]
0,0.5554758062,0.8301069269,0.04867359344,1,149000000000,7270000000,3150000000,4.53E-10,7406000,0,-0.5735768745,3.52E-17,0.8191517375
1,0.5555237832,0.8301069042,0.04812332051,1,149000000000,7270000000,3150000000,-4207.929312,7405996.366,6009.539017,-0.5735765931,-0.0009905887903,0.8191513355
2,0.5555712151,0.8301068815,0.04757300034,1,149000000000,7270000000,3150000000,-8415.854495,7405985.465,12019.07214,-0.5735757489,-0.001981176609,0.8191501298
3,0.5556181017,0.8301068589,0.04702263347,1,149000000000,7270000000,3150000000,-12623.77142,7405967.297,18028.59346,-0.5735743418,-0.002971762482,0.8191481204
4,0.5556644433,0.8301068361,0.04647222044,1,149000000000,7270000000,3150000000,-16831.67596,7405941.862,24038.0971,-0.573572372,-0.003962345441,0.819145307
5,0.5557102395,0.8301068134,0.04592176179,1,149000000000,7270000000,3150000000,-21039.56398,7405909.16,30047.57715,-0.5735698392,-0.004952924511,0.8191416899
6,0.5557554904,0.8301067908,0.04537125806,1,149000000000,7270000000,3150000000,-25247.43135,7405869.19,36057.02771,-0.5735667437,-0.005943498721,0.819137269
7,0.5558001959,0.8301067681,0.04482070979,1,149000000000,7270000000,3150000000,-29455.27396,7405821.953,42066.44289,-0.5735630853,-0.006934067099,0.8191320443
8,0.5558443561,0.8301067454,0.04427011752,1,149000000000,7270000000,3150000000,-33663.08766,7405767.449,48075.81679,-0.5735588641,-0.007924628673,0.8191260158
9,0.5558879709,0.8301067227,0.04371948179,1,149000000000,7270000000,3150000000,-37870.86832,7405705.678,54085.14352,-0.5735540801,-0.008915182468,0.8191191835
10,0.5559310401,0.8301067,0.04316880315,1,149000000000,7270000000,3150000000,-42078.61183,7405636.64,60094.41718,-0.5735487333,-0.009905727517,0.8191115474
11,0.5559735639,0.8301066773,0.04261808212,1,149000000000,7270000000,3150000000,-46286.31404,7405560.335,66103.63187,-0.5735428236,-0.01089626285,0.8191031076
12,0.5560155421,0.8301066546,0.04206731925,1,149000000000,7270000000,3150000000,-50493.97084,7405476.764,72112.78169,-0.5735363513,-0.01188678748,0.819093864
13,0.5560569747,0.8301066319,0.04151651509,1,149000000000,7270000000,3150000000,-54701.57808,7405385.926,78121.86075,-0.5735293161,-0.01287730046,0.8190838167
14,0.5560978616,0.8301066092,0.04096567017,1,149000000000,7270000000,3150000000,-58909.13166,7405287.82,84130.86315,-0.573521718,-0.01386780079,0.8190729657
15,0.5561382029,0.8301065865,0.04041478503,1,149000000000,7270000000,3150000000,-63116.62742,7405182.449,90139.783,-0.5735135573,-0.01485828752,0.8190613108
16,0.5561779984,0.8301065638,0.03986386022,1,149000000000,7270000000,3150000000,-67324.06125,7405069.811,96148.6144,-0.5735048337,-0.01584875968,0.8190488523
17,0.5562172482,0.8301065411,0.03931289627,1,149000000000,7270000000,3150000000,-71531.42902,7404949.907,102157.3514,-0.5734955474,-0.01683921627,0.8190355901
18,0.5562559522,0.8301065183,0.03876189372,1,149000000000,7270000000,3150000000,-75738.7266,7404822.736,108165.9882,-0.5734856984,-0.01782965634,0.8190215242
19,0.5562941103,0.8301064956,0.03821085312,1,149000000000,7270000000,3150000000,-79945.94986,7404688.299,114174.5189,-0.5734752866,-0.01882007892,0.8190066546
20,0.5563317226,0.8301064729,0.03765977501,1,149000000000,7270000000,3150000000,-84153.09467,7404546.597,120182.9375,-0.5734643121,-0.01981048303,0.8189909813
21,0.5563687889,0.8301064502,0.03710865993,1,149000000000,7270000000,3150000000,-88360.1569,7404397.628,126191.2382,-0.5734527748,-0.0208008677,0.8189745045
22,0.5564053093,0.8301064275,0.03655750841,1,149000000000,7270000000,3150000000,-92567.13243,7404241.394,132199.4151,-0.5734406748,-0.02179123195,0.8189572239
23,0.5564412838,0.8301064048,0.036006321,1,149000000000,7270000000,3150000000,-96774.01713,7404077.894,138207.4623,-0.5734280122,-0.02278157483,0.8189391398
24,0.5564767121,0.8301063821,0.03545509824,1,149000000000,7270000000,3150000000,-100980.8069,7403907.129,144215.3738,-0.5734147869,-0.02377189536,0.818920252
25,0.5565115945,0.8301063593,0.03490384067,1,149000000000,7270000000,3150000000,-105187.4975,7403729.099,150223.1438,-0.5734009989,-0.02476219255,0.8189005607
26,0.5565459307,0.8301063366,0.03435254884,1,149000000000,7270000000,3150000000,-109394.0849,7403543.804,156230.7664,-0.5733866482,-0.02575246544,0.8188800658
27,0.5565797209,0.8301063139,0.03380122327,1,149000000000,7270000000,3150000000,-113600.565,7403351.244,162238.2357,-0.5733717349,-0.02674271307,0.8188587674
28,0.5566129649,0.8301062911,0.03324986452,1,149000000000,7270000000,3150000000,-117806.9336,7403151.419,168245.5458,-0.573356259,-0.02773293446,0.8188366654
29,0.5566456626,0.8301062685,0.03269847313,1,149000000000,7270000000,3150000000,-122013.1866,7402944.33,174252.6908,-0.5733402203,-0.02872312863,0.81881376
30,0.5566778142,0.8301062457,0.03214704963,1,149000000000,7270000000,3150000000,-126219.3199,7402729.976,180259.6649,-0.5733236192,-0.02971329461,0.8187900511
31,0.5567094195,0.830106223,0.03159559455,1,149000000000,7270000000,3150000000,-130425.3294,7402508.359,186266.462,-0.5733064555,-0.03070343145,0.8187655387
32,0.5567404786,0.8301062002,0.03104410847,1,149000000000,7270000000,3150000000,-134631.2108,7402279.477,192273.0764,-0.5732887292,-0.03169353815,0.8187402229
33,0.5567709912,0.8301061775,0.03049259189,1,149000000000,7270000000,3150000000,-138836.9602,7402043.332,198279.5021,-0.5732704403,-0.03268361375,0.8187141038
34,0.5568009576,0.8301061548,0.02994104539,1,149000000000,7270000000,3150000000,-143042.5733,7401799.924,204285.7332,-0.5732515889,-0.03367365728,0.8186871812
35,0.5568303776,0.8301061321,0.02938946949,1,149000000000,7270000000,3150000000,-147248.046,7401549.253,210291.7639,-0.573232175,-0.03466366777,0.8186594553
36,0.5568592512,0.8301061093,0.02883786472,1,149000000000,7270000000,3150000000,-151453.3743,7401291.318,216297.5882,-0.5732121986,-0.03565364425,0.818630926
37,0.5568875784,0.8301060866,0.02828623164,1,149000000000,7270000000,3150000000,-155658.5539,7401026.121,222303.2003,-0.5731916597,-0.03664358572,0.8186015935
38,0.5569153591,0.8301060639,0.02773457079,1,149000000000,7270000000,3150000000,-159863.5808,7400753.662,228308.5942,-0.5731705584,-0.03763349125,0.8185714577
39,0.5569425933,0.8301060411,0.0271828827,1,149000000000,7270000000,3150000000,-164068.4508,7400473.941,234313.7641,-0.5731488946,-0.03862335987,0.8185405187
40,0.5569692811,0.8301060183,0.02663116792,1,149000000000,7270000000,3150000000,-168273.1598,7400186.957,240318.7041,-0.5731266685,-0.03961319057,0.8185087763
41,0.5569954222,0.8301059957,0.02607942699,1,149000000000,7270000000,3150000000,-172477.7037,7399892.712,246323.4082,-0.5731038799,-0.04060298239,0.818476231
42,0.5570210168,0.8301059729,0.02552766045,1,149000000000,7270000000,3150000000,-176682.0784,7399591.206,252327.8707,-0.573080529,-0.04159273438,0.8184428824
43,0.5570460648,0.8301059502,0.02497586884,1,149000000000,7270000000,3150000000,-180886.2797,7399282.439,258332.0855,-0.5730566157,-0.04258244557,0.8184087307
44,0.5570705662,0.8301059274,0.0244240527,1,149000000000,7270000000,3150000000,-185090.3035,7398966.411,264336.0469,-0.5730321401,-0.04357211495,0.818373776
45,0.557094521,0.8301059047,0.02387221258,1,149000000000,7270000000,3150000000,-189294.1457,7398643.123,270339.7489,-0.5730071022,-0.04456174158,0.8183380182
46,0.5571179292,0.8301058819,0.02332034902,1,149000000000,7270000000,3150000000,-193497.8021,7398312.575,276343.1856,-0.5729815021,-0.0455513245,0.8183014574
47,0.5571407906,0.8301058592,0.02276846254,1,149000000000,7270000000,3150000000,-197701.2687,7397974.767,282346.3511,-0.5729553396,-0.0465408627,0.8182640936
48,0.5571631053,0.8301058365,0.02221655372,1,149000000000,7270000000,3150000000,-201904.5412,7397629.7,288349.2396,-0.572928615,-0.04753035524,0.8182259269
49,0.5571848733,0.8301058137,0.02166462308,1,149000000000,7270000000,3150000000,-206107.6156,7397277.374,294351.8451,-0.5729013282,-0.04851980114,0.8181869573
50,0.5572060946,0.8301057909,0.02111267116,1,149000000000,7270000000,3150000000,-210310.4878,7396917.789,300354.1618,-0.5728734792,-0.04950919943,0.8181471848
51,0.557226769,0.8301057682,0.0205606985,1,149000000000,7270000000,3150000000,-214513.1536,7396550.946,306356.1838,-0.572845068,-0.05049854914,0.8181066096
52,0.5572468967,0.8301057454,0.02000870564,1,149000000000,7270000000,3150000000,-218715.609,7396176.845,312357.9051,-0.5728160948,-0.0514878493,0.8180652315
53,0.5572664776,0.8301057227,0.01945669314,1,149000000000,7270000000,3150000000,-222917.8497,7395795.486,318359.32,-0.5727865594,-0.05247709893,0.8180230507
54,0.5572855117,0.8301056999,0.01890466153,1,149000000000,7270000000,3150000000,-227119.8716,7395406.87,324360.4224,-0.5727564621,-0.05346629706,0.8179800671
55,0.5573039989,0.8301056772,0.01835261135,1,149000000000,7270000000,3150000000,-231321.6707,7395010.997,330361.2066,-0.5727258027,-0.05445544274,0.817936281
56,0.5573219392,0.8301056545,0.01780054313,1,149000000000,7270000000,3150000000,-235523.2428,7394607.867,336361.6666,-0.5726945812,-0.05544453498,0.8178916922
57,0.5573393327,0.8301056317,0.01724845744,1,149000000000,7270000000,3150000000,-239724.5838,7394197.482,342361.7965,-0.5726627978,-0.05643357281,0.8178463009
58,0.5573561793,0.8301056089,0.01669635479,1,149000000000,7270000000,3150000000,-243925.6896,7393779.84,348361.5905,-0.5726304526,-0.05742255528,0.817800107
59,0.5573724789,0.8301055861,0.01614423575,1,149000000000,7270000000,3150000000,-248126.556,7393354.944,354361.0427,-0.5725975454,-0.05841148138,0.8177531106
60,0.5573882316,0.8301055634,0.01559210085,1,149000000000,7270000000,3150000000,-252327.1789,7392922.793,360360.1471,-0.5725640762,-0.05940035017,0.8177053119
61,0.5574034374,0.8301055406,0.01503995062,1,149000000000,7270000000,3150000000,-256527.5543,7392483.387,366358.8979,-0.5725300453,-0.06038916068,0.8176567107
62,0.5574180962,0.8301055179,0.01448778562,1,149000000000,7270000000,3150000000,-260727.6779,7392036.727,372357.2892,-0.5724954526,-0.06137791193,0.8176073072
63,0.557432208,0.8301054952,0.0139356064,1,149000000000,7270000000,3150000000,-264927.5456,7391582.814,378355.3152,-0.572460298,-0.06236660294,0.8175571014
64,0.5574457728,0.8301054724,0.01338341346,1,149000000000,7270000000,3150000000,-269127.1535,7391121.648,384352.9698,-0.5724245818,-0.06335523276,0.8175060934
65,0.5574587907,0.8301054496,0.01283120738,1,149000000000,7270000000,3150000000,-273326.4972,7390653.229,390350.2474,-0.5723883039,-0.06434380041,0.8174542831
66,0.5574712615,0.8301054268,0.01227898869,1,149000000000,7270000000,3150000000,-277525.5727,7390177.557,396347.1418,-0.5723514643,-0.06533230494,0.8174016707
67,0.5574831852,0.8301054041,0.01172675794,1,149000000000,7270000000,3150000000,-281724.3759,7389694.634,402343.6474,-0.572314063,-0.06632074535,0.8173482563
68,0.557494562,0.8301053813,0.01117451566,1,149000000000,7270000000,3150000000,-285922.9026,7389204.46,408339.7582,-0.5722761002,-0.06730912066,0.8172940398
69,0.5575053917,0.8301053586,0.0106222624,1,149000000000,7270000000,3150000000,-290121.1488,7388707.035,414335.4682,-0.5722375758,-0.06829742995,0.8172390213
70,0.5575156743,0.8301053358,0.01006999869,1,149000000000,7270000000,3150000000,-294319.1103,7388202.36,420330.7717,-0.5721984899,-0.06928567221,0.8171832009
71,0.5575254099,0.830105313,0.009517725083,1,149000000000,7270000000,3150000000,-298516.783,7387690.435,426325.6628,-0.5721588426,-0.07027384648,0.8171265785
72,0.5575345983,0.8301052903,0.00896544213,1,149000000000,7270000000,3150000000,-302714.1627,7387171.261,432320.1355,-0.5721186337,-0.07126195179,0.8170691545
73,0.5575432397,0.8301052675,0.008413150353,1,149000000000,7270000000,3150000000,-306911.2454,7386644.838,438314.1839,-0.5720778635,-0.07224998718,0.8170109286
74,0.557551334,0.8301052448,0.00786085029,1,149000000000,7270000000,3150000000,-311108.027,7386111.166,444307.8023,-0.5720365319,-0.07323795169,0.8169519011
75,0.5575588812,0.830105222,0.007308542502,1,149000000000,7270000000,3150000000,-315304.5033,7385570.247,450300.9847,-0.571994639,-0.0742258443,0.8168920718
76,0.5575658813,0.8301051993,0.006756227538,1,149000000000,7270000000,3150000000,-319500.6701,7385022.081,456293.7252,-0.5719521848,-0.07521366409,0.816831441
77,0.5575723342,0.8301051765,0.00620390591,1,149000000000,7270000000,3150000000,-323696.5235,7384466.668,462286.018,-0.5719091694,-0.07620141009,0.8167700087
78,0.55757824,0.8301051538,0.005651578185,1,149000000000,7270000000,3150000000,-327892.0592,7383904.009,468277.8572,-0.5718655927,-0.07718908131,0.8167077749
