,Flux_x(LVLH),Flux_y(LVLH),Flux_z(LVLH),shadow function,SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s]
0,0.5771675981,0.8165626376,0.01015000434,1,-150000000000,-1530000000,-664000000,-1.36E-09,-7406000,0,0.5735768745,-1.05E-16,0.8191517375
1,0.5771828457,0.8165587668,0.00957825803,1,-150000000000,-1530000000,-665000000,4207.929312,-7405996.366,6009.539017,0.5735765931,0.0009905887897,0.8191513355
2,0.5771920832,0.8165587437,0.009006502609,1,-150000000000,-1530000000,-665000000,8415.854495,-7405985.465,12019.07214,0.5735757489,0.001981176607,0.8191501298
3,0.5772007543,0.8165587207,0.008434738334,1,-150000000000,-1530000000,-665000000,12623.77142,-7405967.297,18028.59346,0.5735743418,0.002971762481,0.8191481204
4,0.5772088592,0.8165586976,0.007862965766,1,-150000000000,-1530000000,-665000000,16831.67596,-7405941.862,24038.0971,0.573572372,0.003962345439,0.819145307
5,0.5772163976,0.8165586746,0.007291185467,1,-150000000000,-1530000000,-665000000,21039.56398,-7405909.16,30047.57715,0.5735698392,0.004952924509,0.8191416899
6,0.5772233695,0.8165586515,0.006719397997,1,-150000000000,-1530000000,-665000000,25247.43135,-7405869.19,36057.02771,0.5735667437,0.005943498718,0.819137269
7,0.5772297751,0.8165586285,0.006147603916,1,-150000000000,-1530000000,-665000000,29455.27396,-7405821.953,42066.44289,0.5735630853,0.006934067096,0.8191320443
8,0.5772356143,0.8165586054,0.005575803788,1,-150000000000,-1530000000,-665000000,33663.08765,-7405767.449,48075.81679,0.5735588641,0.007924628669,0.8191260158
9,0.577240887,0.8165585823,0.005003998172,1,-150000000000,-1530000000,-665000000,37870.86832,-7405705.678,54085.14352,0.5735540801,0.008915182464,0.8191191835
10,0.5772455933,0.8165585593,0.004432187628,1,-150000000000,-1530000000,-665000000,42078.61183,-7405636.64,60094.41718,0.5735487333,0.009905727513,0.8191115474
11,0.5772497332,0.8165585363,0.003860372721,1,-150000000000,-1530000000,-665000000,46286.31404,-7405560.335,66103.63187,0.5735428236,0.01089626284,0.8191031076
12,0.5772533067,0.8165585131,0.003288554009,1,-150000000000,-1530000000,-665000000,50493.97084,-7405476.764,72112.78169,0.5735363513,0.01188678748,0.819093864
13,0.5772563136,0.8165584901,0.002716732055,1,-150000000000,-1530000000,-665000000,54701.57808,-7405385.926,78121.86075,0.573529316,0.01287730045,0.8190838167
14,0.5772587541,0.8165584671,0.002144907417,1,-150000000000,-1530000000,-665000000,58909.13165,-7405287.82,84130.86315,0.573521718,0.01386780079,0.8190729657
15,0.5772606283,0.816558444,0.001573080658,1,-150000000000,-1530000000,-665000000,63116.62742,-7405182.449,90139.783,0.5735135573,0.01485828752,0.8190613108
16,0.577261936,0.8165584209,0.001001252341,1,-150000000000,-1530000000,-665000000,67324.06125,-7405069.811,96148.6144,0.5735048337,0.01584875966,0.8190488523
17,0.5772626772,0.8165583979,0.0004294230243,1,-150000000000,-1530000000,-665000000,71531.42902,-7404949.907,102157.3514,0.5734955474,0.01683921626,0.8190355901
18,0.577262852,0.8165583748,-0.0001424067309,1,-150000000000,-1530000000,-665000000,75738.7266,-7404822.736,108165.9883,0.5734856984,0.01782965633,0.8190215242
19,0.5772624603,0.8165583518,-0.0007142363623,1,-150000000000,-1530000000,-665000000,79945.94986,-7404688.299,114174.5189,0.5734752866,0.01882007891,0.8190066546
20,0.5772615022,0.8165583287,-0.001286065307,1,-150000000000,-1530000000,-665000000,84153.09467,-7404546.597,120182.9375,0.5734643121,0.01981048302,0.8189909813
21,0.5772599776,0.8165583056,-0.001857893008,1,-150000000000,-1530000000,-665000000,88360.1569,-7404397.628,126191.2382,0.5734527748,0.02080086768,0.8189745045
22,0.5772578865,0.8165582826,-0.002429718901,1,-150000000000,-1530000000,-665000000,92567.13243,-7404241.394,132199.4151,0.5734406748,0.02179123195,0.8189572239
23,0.577255229,0.8165582596,-0.003001542426,1,-150000000000,-1530000000,-665000000,96774.01712,-7404077.894,138207.4623,0.5734280121,0.02278157482,0.8189391398
24,0.5772520051,0.8165582365,-0.003573363029,1,-150000000000,-1530000000,-665000000,100980.8069,-7403907.129,144215.3738,0.5734147868,0.02377189535,0.8189202521
25,0.5772482149,0.8165582134,-0.004145180128,1,-150000000000,-1530000000,-665000000,105187.4975,-7403729.099,150223.1438,0.5734009989,0.02476219254,0.8189005607
26,0.5772438581,0.8165581903,-0.004716993178,1,-150000000000,-1530000000,-665000000,109394.0849,-7403543.804,156230.7664,0.5733866482,0.02575246544,0.8188800658
27,0.5772389349,0.8165581673,-0.005288801622,1,-150000000000,-1530000000,-665000000,113600.565,-7403351.244,162238.2357,0.5733717349,0.02674271306,0.8188587674
28,0.5772334452,0.8165581442,-0.00586060489,1,-150000000000,-1530000000,-665000000,117806.9336,-7403151.419,168245.5458,0.5733562589,0.02773293445,0.8188366655
29,0.5772273891,0.8165581212,-0.006432402422,1,-150000000000,-1530000000,-665000000,122013.1866,-7402944.33,174252.6908,0.5733402203,0.02872312862,0.81881376
30,0.5772207667,0.8165580981,-0.007004193663,1,-150000000000,-1530000000,-665000000,126219.3199,-7402729.976,180259.6649,0.5733236192,0.0297132946,0.8187900511
31,0.5772135779,0.816558075,-0.007575978053,1,-150000000000,-1530000000,-665000000,130425.3294,-7402508.359,186266.462,0.5733064555,0.03070343144,0.8187655387
32,0.5772058226,0.816558052,-0.008147755012,1,-150000000000,-1530000000,-665000000,134631.2108,-7402279.477,192273.0764,0.5732887291,0.03169353814,0.818740223
33,0.5771975009,0.8165580289,-0.008719523991,1,-150000000000,-1530000000,-665000000,138836.9601,-7402043.332,198279.5021,0.5732704403,0.03268361373,0.8187141038
34,0.5771886129,0.8165580059,-0.009291284448,1,-150000000000,-1530000000,-665000000,143042.5733,-7401799.924,204285.7332,0.5732515889,0.03367365726,0.8186871812
35,0.5771791585,0.8165579828,-0.009863035786,1,-150000000000,-1530000000,-665000000,147248.046,-7401549.253,210291.7639,0.573232175,0.03466366775,0.8186594553
36,0.5771691376,0.8165579598,-0.01043477746,1,-150000000000,-1530000000,-665000000,151453.3742,-7401291.318,216297.5882,0.5732121985,0.03565364423,0.8186309261
37,0.5771585505,0.8165579367,-0.01100650893,1,-150000000000,-1530000000,-665000000,155658.5539,-7401026.121,222303.2003,0.5731916597,0.03664358571,0.8186015935
38,0.577147397,0.8165579136,-0.0115782296,1,-150000000000,-1530000000,-665000000,159863.5808,-7400753.662,228308.5942,0.5731705584,0.03763349124,0.8185714577
39,0.5771378601,0.8165573363,-0.01208331796,1,-150000000000,-1540000000,-665000000,164068.4508,-7400473.941,234313.7641,0.5731488946,0.03862335984,0.8185405187
40,0.5771256399,0.8165573133,-0.01265501758,1,-150000000000,-1540000000,-665000000,168273.1598,-7400186.957,240318.7041,0.5731266684,0.03961319054,0.8185087765
41,0.5771128535,0.8165572902,-0.0132267048,1,-150000000000,-1540000000,-665000000,172477.7037,-7399892.712,246323.4082,0.5731038799,0.04060298238,0.818476231
