,Flux_x(LVLH),Flux_y(LVLH),Flux_z(LVLH),shadow function,SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s]
0,-0.002224344746,-0.01089424577,0.9999381819,1,-150000000000,-1530000000,-664000000,-7406000,9.07E-10,0,-7.02E-17,-0.5735768745,0.8191517375
1,-0.001228306201,-0.01089806925,0.9999398599,1,-150000000000,-1530000000,-665000000,-7405996.366,-4207.929312,6009.539017,0.0009905888044,-0.5735765931,0.8191513356
2,-0.0002377274604,-0.01089806925,0.999940586,1,-150000000000,-1530000000,-665000000,-7405985.465,-8415.854495,12019.07214,0.001981176637,-0.5735757489,0.8191501298
3,0.0007528515136,-0.01089806925,0.9999403309,1,-150000000000,-1530000000,-665000000,-7405967.297,-12623.77142,18028.59346,0.002971762525,-0.5735743418,0.8191481204
4,0.00174342975,-0.01089806925,0.9999390944,1,-150000000000,-1530000000,-665000000,-7405941.862,-16831.67596,24038.0971,0.003962345498,-0.5735723719,0.819145307
5,0.002734006274,-0.01089806924,0.9999368767,1,-150000000000,-1530000000,-665000000,-7405909.16,-21039.56398,30047.57715,0.004952924581,-0.5735698391,0.8191416899
6,0.003724580116,-0.01089806924,0.9999336776,1,-150000000000,-1530000000,-665000000,-7405869.19,-25247.43135,36057.02771,0.005943498806,-0.5735667436,0.819137269
7,0.004715150299,-0.01089806924,0.9999294973,1,-150000000000,-1530000000,-665000000,-7405821.953,-29455.27395,42066.44289,0.006934067197,-0.5735630853,0.8191320443
8,0.005705715858,-0.01089806924,0.9999243356,1,-150000000000,-1530000000,-665000000,-7405767.449,-33663.08765,48075.81679,0.007924628785,-0.5735588641,0.8191260158
9,0.006696275818,-0.01089806923,0.9999181927,1,-150000000000,-1530000000,-665000000,-7405705.678,-37870.86832,54085.14352,0.008915182597,-0.57355408,0.8191191835
10,0.007686829204,-0.01089806923,0.9999110685,1,-150000000000,-1530000000,-665000000,-7405636.64,-42078.61182,60094.41718,0.00990572766,-0.5735487332,0.8191115475
11,0.008677375048,-0.01089806923,0.999902963,1,-150000000000,-1530000000,-665000000,-7405560.335,-46286.31403,66103.63187,0.010896263,-0.5735428235,0.8191031077
12,0.009667912375,-0.01089806922,0.9998938762,1,-150000000000,-1530000000,-665000000,-7405476.764,-50493.97083,72112.78169,0.01188678765,-0.5735363511,0.8190938641
13,0.01065844021,-0.01089806922,0.9998838082,1,-150000000000,-1530000000,-665000000,-7405385.925,-54701.57807,78121.86075,0.01287730064,-0.5735293159,0.8190838168
14,0.01164895759,-0.01089806921,0.999872759,1,-150000000000,-1530000000,-665000000,-7405287.82,-58909.13164,84130.86315,0.013867801,-0.5735217179,0.8190729657
15,0.01263946354,-0.0108980692,0.9998607285,1,-150000000000,-1530000000,-665000000,-7405182.449,-63116.62741,90139.783,0.01485828774,-0.5735135571,0.819061311
16,0.01362995708,-0.0108980692,0.9998477167,1,-150000000000,-1530000000,-665000000,-7405069.811,-67324.06124,96148.6144,0.0158487599,-0.5735048337,0.8190488524
17,0.01462043724,-0.01089806918,0.9998337238,1,-150000000000,-1530000000,-665000000,-7404949.907,-71531.42901,102157.3514,0.0168392165,-0.5734955472,0.8190355903
18,0.01561090306,-0.01089806919,0.9998187497,1,-150000000000,-1530000000,-665000000,-7404822.736,-75738.72658,108165.9883,0.0178296566,-0.5734856982,0.8190215243
19,0.01660135355,-0.01089806917,0.9998027944,1,-150000000000,-1530000000,-665000000,-7404688.299,-79945.94984,114174.5189,0.01882007918,-0.5734752864,0.8190066547
20,0.01759178776,-0.01089806916,0.9997858579,1,-150000000000,-1530000000,-665000000,-7404546.597,-84153.09464,120182.9375,0.01981048331,-0.5734643119,0.8189909815
21,0.0185822047,-0.01089806915,0.9997679402,1,-150000000000,-1530000000,-665000000,-7404397.628,-88360.15688,126191.2382,0.020800868,-0.5734527746,0.8189745046
22,0.0195726034,-0.01089806914,0.9997490415,1,-150000000000,-1530000000,-665000000,-7404241.394,-92567.1324,132199.4151,0.02179123227,-0.5734406747,0.8189572241
23,0.02056298289,-0.01089806913,0.9997291616,1,-150000000000,-1530000000,-665000000,-7404077.894,-96774.0171,138207.4623,0.02278157516,-0.573428012,0.8189391399
24,0.0215533422,-0.01089806912,0.9997083006,1,-150000000000,-1530000000,-665000000,-7403907.129,-100980.8068,144215.3738,0.02377189569,-0.5734147866,0.8189202522
25,0.02254368037,-0.01089806911,0.9996864585,1,-150000000000,-1530000000,-665000000,-7403729.099,-105187.4975,150223.1438,0.02476219291,-0.5734009986,0.8189005609
26,0.02353399639,-0.0108980691,0.9996636354,1,-150000000000,-1530000000,-665000000,-7403543.804,-109394.0849,156230.7664,0.02575246582,-0.5733866479,0.818880066
27,0.02452428933,-0.01089806908,0.9996398313,1,-150000000000,-1530000000,-665000000,-7403351.244,-113600.565,162238.2357,0.02674271346,-0.5733717346,0.8188587676
28,0.02551455821,-0.01089806907,0.9996150461,1,-150000000000,-1530000000,-665000000,-7403151.419,-117806.9336,168245.5458,0.02773293486,-0.5733562586,0.8188366657
29,0.02650480203,-0.01089806905,0.99958928,1,-150000000000,-1530000000,-665000000,-7402944.33,-122013.1866,174252.6908,0.02872312905,-0.57334022,0.8188137602
30,0.02749501984,-0.01089806904,0.9995625329,1,-150000000000,-1530000000,-665000000,-7402729.976,-126219.3199,180259.6649,0.02971329504,-0.5733236189,0.8187900513
31,0.02848521069,-0.01089806903,0.9995348049,1,-150000000000,-1530000000,-665000000,-7402508.359,-130425.3293,186266.462,0.0307034319,-0.5733064551,0.818765539
32,0.02947537356,-0.01089806901,0.9995060959,1,-150000000000,-1530000000,-665000000,-7402279.477,-134631.2108,192273.0764,0.03169353861,-0.5732887288,0.8187402232
33,0.0304655075,-0.010898069,0.9994764061,1,-150000000000,-1530000000,-665000000,-7402043.332,-138836.9601,198279.5021,0.03268361422,-0.57327044,0.8187141039
34,0.03145561156,-0.01089806898,0.9994457355,1,-150000000000,-1530000000,-665000000,-7401799.924,-143042.5732,204285.7332,0.03367365776,-0.5732515885,0.8186871814
35,0.03244568474,-0.01089806897,0.999414084,1,-150000000000,-1530000000,-665000000,-7401549.253,-147248.0459,210291.7639,0.03466366827,-0.5732321746,0.8186594555
36,0.03343572608,-0.01089806894,0.9993814517,1,-150000000000,-1530000000,-665000000,-7401291.318,-151453.3742,216297.5882,0.03565364476,-0.5732121981,0.8186309263
