,Flux_x(LVLH),Flux_y(LVLH),Flux_z(LVLH),shadow function,SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s]
0,-0.2004844022,-0.9791704044,-0.03211422687,1,4720000000,-135000000000,-58500000000,-7406000,9.07E-10,0,-7.02E-17,-0.5735768745,0.8191517375
1,-0.2005160679,-0.9791704142,-0.031915614,1,4720000000,-135000000000,-58500000000,-7405996.366,-4207.929312,6009.539017,0.0009905887893,-0.5735765931,0.8191513356
2,-0.2005475371,-0.979170424,-0.03171696985,1,4720000000,-135000000000,-58500000000,-7405985.465,-8415.854494,12019.07214,0.001981176607,-0.5735757489,0.8191501298
3,-0.2005788093,-0.9791704338,-0.03151829463,1,4720000000,-135000000000,-58500000000,-7405967.297,-12623.77142,18028.59346,0.00297176248,-0.5735743418,0.8191481204
4,-0.2006098847,-0.9791704436,-0.03131958853,1,4720000000,-135000000000,-58500000000,-7405941.862,-16831.67596,24038.0971,0.003962345436,-0.5735723718,0.8191453071
5,-0.2006407633,-0.9791704534,-0.03112085174,1,4720000000,-135000000000,-58500000000,-7405909.16,-21039.56398,30047.57715,0.004952924506,-0.5735698391,0.8191416899
6,-0.200671445,-0.9791704632,-0.03092208446,1,4720000000,-135000000000,-58500000000,-7405869.19,-25247.43135,36057.02771,0.005943498715,-0.5735667436,0.819137269
7,-0.2007019298,-0.979170473,-0.03072328688,1,4720000000,-135000000000,-58500000000,-7405821.953,-29455.27395,42066.44289,0.006934067092,-0.5735630852,0.8191320443
8,-0.2007322175,-0.9791704828,-0.0305244592,1,4720000000,-135000000000,-58500000000,-7405767.449,-33663.08765,48075.8168,0.007924628663,-0.5735588639,0.8191260159
9,-0.2007623084,-0.9791704925,-0.03032560161,1,4720000000,-135000000000,-58500000000,-7405705.678,-37870.86831,54085.14352,0.00891518246,-0.5735540799,0.8191191836
10,-0.2007922023,-0.9791705024,-0.03012671431,1,4720000000,-135000000000,-58500000000,-7405636.64,-42078.61181,60094.41718,0.009905727509,-0.5735487331,0.8191115476
11,-0.2008218991,-0.9791705122,-0.02992779749,1,4720000000,-135000000000,-58500000000,-7405560.335,-46286.31403,66103.63187,0.01089626284,-0.5735428234,0.8191031078
12,-0.2008513988,-0.979170522,-0.02972885135,1,4720000000,-135000000000,-58500000000,-7405476.764,-50493.97082,72112.78169,0.01188678747,-0.5735363509,0.8190938642
13,-0.2008807014,-0.9791705318,-0.02952987609,1,4720000000,-135000000000,-58500000000,-7405385.926,-54701.57806,78121.86075,0.01287730045,-0.5735293157,0.819083817
14,-0.200909807,-0.9791705416,-0.02933087189,1,4720000000,-135000000000,-58500000000,-7405287.821,-58909.13163,84130.86316,0.01386780078,-0.5735217177,0.8190729659
15,-0.2009387155,-0.9791705514,-0.02913183896,1,4720000000,-135000000000,-58500000000,-7405182.449,-63116.62739,90139.783,0.01485828751,-0.5735135569,0.8190613111
16,-0.2009674268,-0.9791705612,-0.02893277749,1,4720000000,-135000000000,-58500000000,-7405069.811,-67324.06122,96148.6144,0.01584875965,-0.5735048334,0.8190488526
17,-0.2009959407,-0.979170571,-0.02873368767,1,4720000000,-135000000000,-58500000000,-7404949.907,-71531.42899,102157.3515,0.01683921626,-0.573495547,0.8190355904
18,-0.2010242576,-0.9791705808,-0.0285345697,1,4720000000,-135000000000,-58500000000,-7404822.736,-75738.72656,108165.9883,0.01782965633,-0.573485698,0.8190215245
19,-0.2010523771,-0.9791705906,-0.02833542377,1,4720000000,-135000000000,-58500000000,-7404688.299,-79945.94981,114174.5189,0.0188200789,-0.5734752862,0.8190066549
20,-0.2010802994,-0.9791706005,-0.0281362501,1,4720000000,-135000000000,-58500000000,-7404546.597,-84153.09462,120182.9376,0.01981048301,-0.5734643116,0.8189909817
21,-0.2011080243,-0.9791706103,-0.02793704885,1,4720000000,-135000000000,-58500000000,-7404397.628,-88360.15685,126191.2383,0.02080086769,-0.5734527743,0.8189745048
22,-0.2011355519,-0.9791706201,-0.02773782023,1,4720000000,-135000000000,-58500000000,-7404241.394,-92567.13237,132199.4151,0.02179123194,-0.5734406743,0.8189572243
23,-0.2011628822,-0.9791706299,-0.02753856445,1,4720000000,-135000000000,-58500000000,-7404077.894,-96774.01706,138207.4623,0.02278157481,-0.5734280116,0.8189391402
24,-0.201190015,-0.9791706397,-0.02733928168,1,4720000000,-135000000000,-58500000000,-7403907.129,-100980.8068,144215.3738,0.02377189534,-0.5734147863,0.8189202524
25,-0.2012169505,-0.9791706496,-0.02713997214,1,4720000000,-135000000000,-58500000000,-7403729.099,-105187.4974,150223.1438,0.02476219253,-0.5734009982,0.8189005611
26,-0.2012436885,-0.9791706594,-0.026940636,1,4720000000,-135000000000,-58500000000,-7403543.804,-109394.0849,156230.7664,0.02575246542,-0.5733866476,0.8188800663
27,-0.201270229,-0.9791706692,-0.02674127348,1,4720000000,-135000000000,-58500000000,-7403351.244,-113600.5649,162238.2357,0.02674271305,-0.5733717342,0.8188587679
28,-0.201296572,-0.979170679,-0.02654188477,1,4720000000,-135000000000,-58500000000,-7403151.419,-117806.9335,168245.5459,0.02773293444,-0.5733562582,0.818836666
29,-0.2013227175,-0.9791706889,-0.02634247006,1,4720000000,-135000000000,-58500000000,-7402944.33,-122013.1865,174252.6909,0.02872312862,-0.5733402196,0.8188137605
30,-0.2013486654,-0.9791706987,-0.02614302953,1,4720000000,-135000000000,-58500000000,-7402729.976,-126219.3198,180259.6649,0.02971329459,-0.5733236184,0.8187900517
31,-0.2013744158,-0.9791707085,-0.02594356341,1,4720000000,-135000000000,-58500000000,-7402508.359,-130425.3292,186266.462,0.03070343142,-0.5733064547,0.8187655393
32,-0.2013999686,-0.9791707183,-0.02574407186,1,4720000000,-135000000000,-58500000000,-7402279.477,-134631.2107,192273.0764,0.03169353812,-0.5732887283,0.8187402235
33,-0.2014253238,-0.9791707282,-0.02554455511,1,4720000000,-135000000000,-58500000000,-7402043.332,-138836.96,198279.5021,0.03268361373,-0.5732704395,0.8187141043
34,-0.2014504812,-0.979170738,-0.02534501333,1,4720000000,-135000000000,-58500000000,-7401799.924,-143042.5731,204285.7332,0.03367365725,-0.5732515881,0.8186871818
35,-0.201475441,-0.9791707478,-0.02514544672,1,4720000000,-135000000000,-58500000000,-7401549.253,-147248.0459,210291.7639,0.03466366775,-0.5732321741,0.8186594559
36,-0.2015002032,-0.9791707577,-0.0249458555,1,4720000000,-135000000000,-58500000000,-7401291.318,-151453.3741,216297.5882,0.03565364422,-0.5732121977,0.8186309266
37,-0.2015247676,-0.9791707675,-0.02474623984,1,4720000000,-135000000000,-58500000000,-7401026.121,-155658.5537,222303.2003,0.03664358571,-0.5731916589,0.8186015941
38,-0.2015491342,-0.9791707773,-0.02454659993,1,4720000000,-135000000000,-58500000000,-7400753.662,-159863.5806,228308.5942,0.03763349124,-0.5731705575,0.8185714583
39,-0.201573303,-0.9791707872,-0.02434693599,1,4720000000,-135000000000,-58500000000,-7400473.941,-164068.4506,234313.7641,0.03862335984,-0.5731488936,0.8185405193
40,-0.2015972741,-0.979170797,-0.0241472482,1,4720000000,-135000000000,-58500000000,-7400186.957,-168273.1597,240318.7041,0.03961319054,-0.5731266675,0.8185087771
41,-0.2016210473,-0.9791708069,-0.02394753676,1,4720000000,-135000000000,-58500000000,-7399892.712,-172477.7036,246323.4083,0.04060298238,-0.5731038788,0.8184762317
42,-0.2016446227,-0.9791708167,-0.02374780187,1,4720000000,-135000000000,-58500000000,-7399591.206,-176682.0782,252327.8707,0.04159273436,-0.5730805279,0.8184428831
43,-0.2016680002,-0.9791708266,-0.02354804373,1,4720000000,-135000000000,-58500000000,-7399282.439,-180886.2795,258332.0856,0.04258244553,-0.5730566146,0.8184087315
44,-0.20169118,-0.9791708364,-0.02334826252,1,4720000000,-135000000000,-58500000000,-7398966.412,-185090.3033,264336.047,0.04357211493,-0.5730321391,0.8183737767
45,-0.2017141616,-0.9791708463,-0.02314845845,1,4720000000,-135000000000,-58500000000,-7398643.123,-189294.1454,270339.7489,0.04456174156,-0.5730071011,0.818338019
46,-0.2017369455,-0.9791708561,-0.0229486317,1,4720000000,-135000000000,-58500000000,-7398312.575,-193497.8018,276343.1856,0.04555132447,-0.5729815009,0.8183014582
47,-0.2017595314,-0.9791708659,-0.02274878248,1,4720000000,-135000000000,-58500000000,-7397974.767,-197701.2684,282346.3512,0.04654086268,-0.5729553385,0.8182640944
48,-0.2017819192,-0.9791708758,-0.02254891099,1,4720000000,-135000000000,-58500000000,-7397629.7,-201904.5409,288349.2397,0.04753035521,-0.5729286138,0.8182259277
49,-0.201804109,-0.9791708857,-0.02234901741,1,4720000000,-135000000000,-58500000000,-7397277.374,-206107.6154,294351.8452,0.04851980112,-0.5729013269,0.8181869582
50,-0.2018261009,-0.9791708955,-0.02214910196,1,4720000000,-135000000000,-58500000000,-7396917.789,-210310.4875,300354.1619,0.04950919941,-0.572873478,0.8181471857
51,-0.2018478947,-0.9791709054,-0.0219491648,1,4720000000,-135000000000,-58500000000,-7396550.946,-214513.1533,306356.1838,0.05049854912,-0.5728450668,0.8181066104
52,-0.2018694904,-0.9791709152,-0.02174920616,1,4720000000,-135000000000,-58500000000,-7396176.845,-218715.6086,312357.9052,0.05148784928,-0.5728160935,0.8180652324
53,-0.2018908881,-0.9791709251,-0.02154922622,1,4720000000,-135000000000,-58500000000,-7395795.486,-222917.8493,318359.32,0.05247709891,-0.5727865582,0.8180230515
54,-0.2019120876,-0.9791709349,-0.02134922518,1,4720000000,-135000000000,-58500000000,-7395406.87,-227119.8713,324360.4225,0.05346629705,-0.5727564607,0.8179800681
55,-0.201933089,-0.9791709448,-0.02114920324,1,4720000000,-135000000000,-58500000000,-7395010.997,-231321.6704,330361.2067,0.05445544273,-0.5727258013,0.8179362819
56,-0.2019538922,-0.9791709546,-0.02094916059,1,4720000000,-135000000000,-58500000000,-7394607.867,-235523.2425,336361.6667,0.05544453496,-0.5726945798,0.8178916932
57,-0.2019744974,-0.9791709645,-0.02074909742,1,4720000000,-135000000000,-58500000000,-7394197.482,-239724.5835,342361.7966,0.0564335728,-0.5726627964,0.8178463018
58,-0.2019949043,-0.9791709744,-0.02054901395,1,4720000000,-135000000000,-58500000000,-7393779.84,-243925.6892,348361.5906,0.05742255525,-0.5726304511,0.817800108
59,-0.202015113,-0.9791709842,-0.02034891035,1,4720000000,-135000000000,-58500000000,-7393354.944,-248126.5556,354361.0427,0.05841148137,-0.5725975439,0.8177531116
60,-0.2020351234,-0.9791709941,-0.02014878684,1,4720000000,-135000000000,-58500000000,-7392922.793,-252327.1785,360360.1472,0.05940035015,-0.5725640747,0.8177053129
61,-0.2020549357,-0.9791710039,-0.0199486436,1,4720000000,-135000000000,-58500000000,-7392483.387,-256527.5538,366358.898,0.06038916067,-0.5725300438,0.8176567117
62,-0.2020745496,-0.9791710138,-0.01974848083,1,4720000000,-135000000000,-58500000000,-7392036.727,-260727.6774,372357.2893,0.06137791191,-0.572495451,0.8176073082
63,-0.2020939652,-0.9791710237,-0.01954829872,1,4720000000,-135000000000,-58500000000,-7391582.814,-264927.5452,378355.3153,0.06236660292,-0.5724602965,0.8175571025
64,-0.2021131825,-0.9791710335,-0.01934809747,1,4720000000,-135000000000,-58500000000,-7391121.648,-269127.153,384352.9699,0.06335523275,-0.5724245802,0.8175060945
65,-0.2021322015,-0.9791710434,-0.01914787729,1,4720000000,-135000000000,-58500000000,-7390653.229,-273326.4967,390350.2475,0.0643438004,-0.5723883022,0.8174542842
66,-0.2021510223,-0.9791710533,-0.01894763836,1,4720000000,-135000000000,-58500000000,-7390177.557,-277525.5722,396347.1419,0.06533230493,-0.5723514626,0.8174016719
67,-0.2021696446,-0.9791710631,-0.01874738089,1,4720000000,-135000000000,-58500000000,-7389694.634,-281724.3753,402343.6475,0.06632074533,-0.5723140614,0.8173482574
68,-0.2021880685,-0.979171073,-0.01854710506,1,4720000000,-135000000000,-58500000000,-7389204.46,-285922.9021,408339.7583,0.06730912065,-0.5722760985,0.817294041
69,-0.2022062941,-0.9791710829,-0.01834681109,1,4720000000,-135000000000,-58500000000,-7388707.035,-290121.1482,414335.4683,0.06829742993,-0.5722375741,0.8172390225
70,-0.2022243212,-0.9791710927,-0.01814649915,1,4720000000,-135000000000,-58500000000,-7388202.36,-294319.1097,420330.7718,0.0692856722,-0.5721984882,0.8171832021
71,-0.2022421498,-0.9791711026,-0.01794616945,1,4720000000,-135000000000,-58500000000,-7387690.435,-298516.7824,426325.6629,0.07027384648,-0.5721588408,0.8171265798
72,-0.20225978,-0.9791711125,-0.01774582219,1,4720000000,-135000000000,-58500000000,-7387171.261,-302714.1621,432320.1356,0.07126195178,-0.5721186319,0.8170691557
73,-0.2022772118,-0.9791711224,-0.01754545756,1,4720000000,-135000000000,-58500000000,-7386644.838,-306911.2448,438314.1841,0.07224998718,-0.5720778617,0.8170109299
74,-0.202294445,-0.9791711322,-0.01734507576,1,4720000000,-135000000000,-58500000000,-7386111.166,-311108.0263,444307.8024,0.07323795167,-0.5720365301,0.8169519023
75,-0.2023114798,-0.9791711421,-0.01714467698,1,4720000000,-135000000000,-58500000000,-7385570.247,-315304.5026,450300.9848,0.0742258443,-0.5719946371,0.8168920731
76,-0.2023283161,-0.979171152,-0.01694426142,1,4720000000,-135000000000,-58500000000,-7385022.081,-319500.6695,456293.7254,0.07521366409,-0.571952183,0.8168314423
77,-0.2023449537,-0.9791711619,-0.01674382929,1,4720000000,-135000000000,-58500000000,-7384466.668,-323696.5228,462286.0182,0.07620141008,-0.5719091675,0.81677001
78,-0.2023613928,-0.9791711718,-0.01654338077,1,4720000000,-135000000000,-58500000000,-7383904.009,-327892.0585,468277.8573,0.0771890813,-0.5718655908,0.8167077762
79,-0.2023776334,-0.9791711816,-0.01634291605,1,4720000000,-135000000000,-58500000000,-7383334.104,-332087.2725,474269.237,0.07817667677,-0.571821453,0.816644741
80,-0.2023936754,-0.9791711915,-0.01614243535,1,4720000000,-135000000000,-58500000000,-7382756.954,-336282.1606,480260.1512,0.07916419552,-0.5717767541,0.8165809045
81,-0.2024095188,-0.9791712014,-0.01594193886,1,4720000000,-135000000000,-58500000000,-7382172.56,-340476.7187,486250.5942,0.08015163659,-0.5717314942,0.8165162667
82,-0.2024251636,-0.9791712113,-0.01574142677,1,4720000000,-135000000000,-58500000000,-7381580.922,-344670.9427,492240.5601,0.08113899903,-0.5716856732,0.8164508276
83,-0.2024406098,-0.9791712212,-0.01554089927,1,4720000000,-135000000000,-58500000000,-7380982.041,-348864.8285,498230.043,0.08212628184,-0.5716392912,0.8163845874
84,-0.2024558572,-0.9791712311,-0.01534035657,1,4720000000,-135000000000,-58500000000,-7380375.917,-353058.372,504219.0369,0.08311348406,-0.5715923483,0.8163175461
85,-0.2024709061,-0.9791712409,-0.01513979887,1,4720000000,-135000000000,-58500000000,-7379762.551,-357251.569,510207.5361,0.08410060472,-0.5715448446,0.8162497038
86,-0.2024857562,-0.9791712508,-0.01493922634,1,4720000000,-135000000000,-58500000000,-7379141.943,-361444.4155,516195.5346,0.08508764286,-0.5714967799,0.8161810605
87,-0.2025004077,-0.9791712607,-0.01473863921,1,4720000000,-135000000000,-58500000000,-7378514.095,-365636.9073,522183.0266,0.08607459752,-0.5714481546,0.8161116163
88,-0.2025148605,-0.9791712706,-0.01453803767,1,4720000000,-135000000000,-58500000000,-7377879.006,-369829.0403,528170.0062,0.0870614677,-0.5713989684,0.8160413713
89,-0.2025291144,-0.9791712805,-0.0143374219,1,4720000000,-135000000000,-58500000000,-7377236.677,-374020.8104,534156.4676,0.08804825245,-0.5713492215,0.8159703256
