,Flux_x(LVLH),Flux_y(LVLH),Flux_z(LVLH),shadow function,SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s]
0,-0.3041177323,0.259949716,-0.9164816147,1,-5840000000,139000000000,60400000000,-1.36E-09,-7406000,0,0.5735768745,-1.05E-16,0.8191517375
1,-0.3050253957,0.2599497198,-0.9161799231,0,-5840000000,139000000000,60400000000,4207.929312,-7405996.366,6009.539017,0.5735765931,0.0009905887898,0.8191513356
2,-0.3059327597,0.2599497237,-0.9158773327,0,-5840000000,139000000000,60400000000,8415.854495,-7405985.465,12019.07214,0.5735757489,0.001981176607,0.8191501298
3,-0.3068398236,0.2599497275,-0.9155738436,0,-5840000000,139000000000,60400000000,12623.77142,-7405967.297,18028.59346,0.5735743418,0.002971762481,0.8191481204
4,-0.3077465864,0.2599497314,-0.9152694561,0,-5840000000,139000000000,60400000000,16831.67596,-7405941.862,24038.0971,0.5735723719,0.00396234544,0.819145307
5,-0.3086530474,0.2599497353,-0.9149641706,0,-5840000000,139000000000,60400000000,21039.56398,-7405909.16,30047.57715,0.5735698391,0.004952924509,0.8191416899
6,-0.3095592054,0.2599497391,-0.9146579874,0,-5840000000,139000000000,60400000000,25247.43135,-7405869.19,36057.02771,0.5735667436,0.005943498718,0.819137269
7,-0.3104650598,0.2599497431,-0.9143509067,0,-5840000000,139000000000,60400000000,29455.27395,-7405821.953,42066.44289,0.5735630853,0.006934067094,0.8191320443
8,-0.3113706095,0.259949747,-0.9140429289,0,-5840000000,139000000000,60400000000,33663.08765,-7405767.449,48075.81679,0.5735588641,0.007924628667,0.8191260158
9,-0.3122758538,0.2599497509,-0.9137340542,0,-5840000000,139000000000,60400000000,37870.86832,-7405705.678,54085.14352,0.57355408,0.008915182465,0.8191191835
10,-0.3131807916,0.2599497548,-0.913424283,0,-5840000000,139000000000,60400000000,42078.61182,-7405636.64,60094.41718,0.5735487332,0.009905727512,0.8191115475
