,Flux_x(LVLH),Flux_y(LVLH),Flux_z(LVLH),shadow function,SUN_pos_i(X)[m],SUN_pos_i(Y)[m],SUN_pos_i(Z)[m],sat_position_i(X)[m],sat_position_i(Y)[m],sat_position_i(Z)[m],sat_velocity_i(X)[m/s],sat_velocity_i(Y)[m/s],sat_velocity_i(Z)[m/s]
0,-0.3483181839,0.1968871437,0.9164659816,1,-5840000000,139000000000,60400000000,4.53E-10,7406000,0,-0.5735768745,3.52E-17,0.8191517375
1,-0.3474101295,0.196887147,0.9168105872,1,-5840000000,139000000000,60400000000,-4207.929312,7405996.366,6009.539017,-0.5735765931,-0.0009905888054,0.8191513356
2,-0.3465017342,0.1968871503,0.9171542931,1,-5840000000,139000000000,60400000000,-8415.854495,7405985.465,12019.07214,-0.5735757489,-0.001981176639,0.8191501298
3,-0.3455929989,0.1968871536,0.9174970989,1,-5840000000,139000000000,60400000000,-12623.77142,7405967.297,18028.59346,-0.5735743418,-0.002971762527,0.8191481204
4,-0.3446839243,0.1968871569,0.9178390044,1,-5840000000,139000000000,60400000000,-16831.67596,7405941.862,24038.0971,-0.5735723719,-0.003962345501,0.819145307
5,-0.3437745115,0.1968871601,0.9181800091,1,-5840000000,139000000000,60400000000,-21039.56398,7405909.16,30047.57715,-0.5735698391,-0.004952924587,0.8191416899
6,-0.3428647613,0.1968871634,0.9185201128,1,-5840000000,139000000000,60400000000,-25247.43135,7405869.19,36057.02771,-0.5735667436,-0.005943498812,0.819137269
7,-0.3419546747,0.1968871667,0.918859315,1,-5840000000,139000000000,60400000000,-29455.27395,7405821.953,42066.44289,-0.5735630852,-0.006934067204,0.8191320443
8,-0.3410442524,0.19688717,0.9191976156,1,-5840000000,139000000000,60400000000,-33663.08765,7405767.449,48075.81679,-0.5735588641,-0.007924628793,0.8191260158
9,-0.3401334954,0.1968871732,0.9195350141,1,-5840000000,139000000000,60400000000,-37870.86832,7405705.678,54085.14352,-0.5735540801,-0.008915182606,0.8191191835
10,-0.3392224046,0.1968871764,0.9198715103,1,-5840000000,139000000000,60400000000,-42078.61182,7405636.64,60094.41718,-0.5735487332,-0.00990572767,0.8191115474
11,-0.338310981,0.1968871796,0.9202071037,1,-5840000000,139000000000,60400000000,-46286.31403,7405560.335,66103.63186,-0.5735428236,-0.01089626301,0.8191031076
12,-0.3373992253,0.1968871828,0.920541794,1,-5840000000,139000000000,60400000000,-50493.97083,7405476.764,72112.78169,-0.5735363511,-0.01188678767,0.8190938641
13,-0.3364871384,0.1968871861,0.920875581,1,-5840000000,139000000000,60400000000,-54701.57807,7405385.925,78121.86075,-0.5735293159,-0.01287730065,0.8190838168
14,-0.3355747214,0.1968871893,0.9212084643,1,-5840000000,139000000000,60400000000,-58909.13164,7405287.82,84130.86315,-0.573521718,-0.01386780101,0.8190729657
15,-0.334661975,0.1968871925,0.9215404436,1,-5840000000,139000000000,60400000000,-63116.62741,7405182.449,90139.78299,-0.5735135572,-0.01485828775,0.8190613109
16,-0.3337489002,0.1968871957,0.9218715185,1,-5840000000,139000000000,60400000000,-67324.06124,7405069.811,96148.61439,-0.5735048337,-0.01584875991,0.8190488524
17,-0.3328354978,0.1968871988,0.9222016887,1,-5840000000,139000000000,60400000000,-71531.429,7404949.907,102157.3514,-0.5734955473,-0.01683921653,0.8190355902
18,-0.3319217688,0.196887202,0.922530954,1,-5840000000,139000000000,60400000000,-75738.72658,7404822.736,108165.9882,-0.5734856982,-0.01782965662,0.8190215243
19,-0.331007714,0.1968872052,0.9228593139,1,-5840000000,139000000000,60400000000,-79945.94984,7404688.299,114174.5189,-0.5734752865,-0.01882007921,0.8190066547
20,-0.3300933344,0.1968872083,0.9231867681,1,-5840000000,139000000000,60400000000,-84153.09464,7404546.597,120182.9375,-0.5734643119,-0.01981048334,0.8189909815
21,-0.3291786309,0.1968872115,0.9235133164,1,-5840000000,139000000000,60400000000,-88360.15687,7404397.628,126191.2382,-0.5734527747,-0.02080086801,0.8189745045
